id_equipo,nombre_equipo,nombre_liga,nivel_liga,nombre_nacionalidad,valoracion_general,ataque,mediocampo,defensa,estadio_local,prestigio_internacional,prestigio_domestico,presupuesto_fichajes_eur,valor_club_eur,edad_promedio_titulares,edad_promedio_equipo,capitan,tiro_libre_corto,tiro_libre_largo,tiro_libre_corto_izquierda,tiro_libre_corto_derecha,penales,corner_izquierdo,corner_derecho,estilo_defensivo,ancho_equipo_defensivo,profundidad_equipo_defensivo,presion_defensiva,agresividad_defensiva,ancho_defensivo,linea_defensiva,estilo_ofensivo,construccion_juego,creacion_oportunidades,ancho_equipo_ofensivo,jugadores_en_el_area,tactica_corners,tactica_tiros_libres,velocidad_construccion,regate_construccion,pase_construccion,posicionamiento_construccion,pase_creacion_oportunidades,centros_creacion_oportunidades,remates_creacion_oportunidades,posicionamiento_creacion_oportunidades
110977,Unión Española,Primera Division,1.0,Chile,65,65,63,67,Arena del Centenario (Estadio del Pueblo),3,6.0,,15500000.0,26.55,24.95,202089.0,244825.0,205410.0,205410.0,244825.0,219614.0,244825.0,244825.0,Balanced,51.0,41.0,,,,,,Fast Build Up,Forward Runs,51.0,5.0,3.0,3.0,,,,,,,,
111088,Radomiak Radom,Ekstraklasa,1.0,Poland,65,65,65,65,Euro Park,1,5.0,,4500000.0,26.27,24.46,220090.0,248080.0,248080.0,203575.0,248080.0,248080.0,248080.0,248080.0,Pressure On Heavy Touch,51.0,51.0,,,,,,Balanced,Balanced,61.0,3.0,3.0,3.0,,,,,,,,
111092,Śląsk Wrocław,Ekstraklasa,1.0,Poland,65,66,66,65,Waldstadion (Fussballstadion),3,8.0,,6200000.0,25.36,23.82,201035.0,226087.0,226087.0,221564.0,226087.0,237438.0,226087.0,226087.0,Press After Possession Loss,51.0,51.0,,,,,,Balanced,Balanced,61.0,4.0,3.0,3.0,,,,,,,,
111773,Shenzhen,Super League,1.0,China PR,65,71,63,62,Estadio de las Artes (Generic Stadium NG),1,3.0,,11500000.0,30.27,27.04,158309.0,213013.0,213013.0,213013.0,213013.0,213013.0,213013.0,213013.0,Balanced,51.0,51.0,,,,,,Slow Build Up,Possession,51.0,4.0,3.0,3.0,,,,,,,,
112115,Gangwon,K League 1,1.0,Korea Republic,65,66,65,64,Euro Arena,1,5.0,,13000000.0,27.91,25.64,205278.0,233018.0,233018.0,233018.0,233018.0,233018.0,233018.0,233018.0,Pressure On Heavy Touch,71.0,51.0,,,,,,Long Ball,Direct Passing,61.0,4.0,3.0,3.0,,,,,,,,
112184,River Plate,Primera Division,1.0,Uruguay,65,63,66,67,Arena del Centenario (Estadio del Pueblo),2,5.0,,15500000.0,27.0,24.68,174379.0,174379.0,174379.0,174379.0,174379.0,174379.0,174379.0,174379.0,Balanced,61.0,51.0,,,,,,Balanced,Balanced,71.0,4.0,3.0,3.0,,,,,,,,
112552,Quevilly Rouen,Ligue 2,2.0,France,65,66,65,65,Town Park,1,1.0,,7000000.0,26.27,24.36,173040.0,173040.0,173040.0,173040.0,173040.0,243951.0,173040.0,173040.0,Balanced,41.0,41.0,,,,,,Long Ball,Direct Passing,61.0,3.0,3.0,3.0,,,,,,,,
112572,Al Tai,Pro League,1.0,Saudi Arabia,65,68,67,62,Stade Kokoto (Generic Africa 2),1,2.0,,3400000.0,27.09,25.97,194171.0,263893.0,194171.0,263893.0,263893.0,194171.0,194171.0,263893.0,Balanced,51.0,41.0,,,,,,Long Ball,Direct Passing,51.0,3.0,3.0,3.0,,,,,,,,
112695,RFC Seraing,Jupiler Pro League,1.0,Belgium,65,67,64,65,Town Park,1,1.0,,2500000.0,24.09,23.3,246740.0,241923.0,262710.0,269919.0,241923.0,244685.0,190494.0,269919.0,Balanced,51.0,41.0,,,,,,Long Ball,Direct Passing,51.0,3.0,3.0,3.0,,,,,,,,
112853,Deportivo La Guaira,Primera Division,1.0,Venezuela,65,64,65,64,El Monumento (Estadio Latino),1,7.0,,7200000.0,27.45,26.67,159929.0,159944.0,160187.0,159944.0,159944.0,160137.0,160187.0,160187.0,Balanced,51.0,51.0,,,,,,Balanced,Balanced,61.0,4.0,3.0,3.0,,,,,,,,
112914,Metropolitanos,Primera Division,1.0,Venezuela,65,65,66,65,Aloha Park (Generic Oceania 2),1,6.0,,10500000.0,28.45,27.09,253841.0,267888.0,267888.0,267888.0,267888.0,245740.0,267888.0,267888.0,Balanced,51.0,51.0,,,,,,Fast Build Up,Forward Runs,51.0,4.0,3.0,3.0,,,,,,,,
113182,Voluntari,Liga 1,1.0,Romania,65,65,64,65,469,2,7.0,,3300000.0,28.27,26.29,190637.0,200912.0,200912.0,200912.0,200912.0,184433.0,251022.0,251022.0,Balanced,61.0,41.0,,,,,,Long Ball,Direct Passing,51.0,4.0,3.0,3.0,,,,,,,,
114147,Hermannstadt,Liga 1,1.0,Romania,65,64,64,65,Stadion 23. Maj,1,2.0,,2500000.0,26.45,25.2,247993.0,247993.0,247993.0,247993.0,247993.0,247993.0,247993.0,247993.0,Balanced,61.0,51.0,,,,,,Fast Build Up,Forward Runs,61.0,5.0,3.0,3.0,,,,,,,,
114577,Always Ready,Liga De Futbol Prof,1.0,Bolivia,65,67,66,65,Estadio Presidente G.Lopes,2,4.0,,10700000.0,31.82,32.22,159960.0,159960.0,159960.0,159960.0,159960.0,159960.0,159960.0,159960.0,Balanced,51.0,51.0,,,,,,Long Ball,Direct Passing,51.0,5.0,3.0,3.0,,,,,,,,
114688,Guaireña,Primera División,1.0,Paraguay,65,64,66,64,Arena d'Oro,1,1.0,,7000000.0,26.73,26.89,159919.0,160087.0,160087.0,160087.0,160087.0,159988.0,160087.0,160087.0,Balanced,61.0,41.0,,,,,,Long Ball,Direct Passing,61.0,3.0,3.0,3.0,,,,,,,,
115517,Independiente Petrolero,Liga De Futbol Prof,1.0,Bolivia,65,66,65,65,Stadion Olympik,1,6.0,,7000000.0,25.27,25.78,159906.0,160052.0,160000.0,160052.0,160052.0,160000.0,160148.0,160148.0,Balanced,51.0,51.0,,,,,,Balanced,Balanced,51.0,4.0,3.0,3.0,,,,,,,,
115716,U Craiova 1948,Liga 1,1.0,Romania,65,64,65,65,Sanderson Park (FIFA 13 NEW generic),1,6.0,,3500000.0,26.73,24.82,225376.0,262449.0,225376.0,262449.0,262449.0,213228.0,262449.0,213228.0,Balanced,51.0,51.0,,,,,,Balanced,Balanced,51.0,6.0,3.0,3.0,,,,,,,,
58,Bastia,Ligue 2,2.0,France,64,63,66,63,Town Park,1,4.0,,10000000.0,25.91,26.37,206243.0,232116.0,232116.0,232116.0,232116.0,250911.0,232116.0,232116.0,Balanced,51.0,51.0,,,,,,Balanced,Balanced,61.0,3.0,3.0,3.0,,,,,,,,
82,Kilmarnock,Premiership,1.0,Scotland,64,63,64,64,Ivy Lane,1,3.0,,5500000.0,27.09,26.0,182689.0,223871.0,182689.0,223871.0,223871.0,223871.0,223871.0,223871.0,Balanced,41.0,51.0,,,,,,Balanced,Balanced,61.0,4.0,3.0,3.0,,,,,,,,
272,OB,Superliga,1.0,Denmark,64,63,65,64,Court Lane,1,5.0,,6900000.0,25.36,22.65,224067.0,201304.0,201304.0,243876.0,201304.0,201304.0,243876.0,201304.0,Balanced,71.0,51.0,,,,,,Fast Build Up,Forward Runs,71.0,3.0,3.0,3.0,,,,,,,,
301,Widzew Lodz,Ekstraklasa,1.0,Poland,64,64,64,63,Stadion Neder,1,3.0,,3200000.0,26.27,25.38,211667.0,201114.0,220051.0,201114.0,201114.0,201114.0,201114.0,201114.0,Balanced,71.0,51.0,,,,,,Fast Build Up,Forward Runs,71.0,3.0,3.0,3.0,,,,,,,,
319,IFK Göteborg,Allsvenskan,1.0,Sweden,64,70,63,66,Stadion Neder,1,7.0,,12100000.0,27.73,23.91,176733.0,144429.0,201965.0,191111.0,144429.0,176733.0,201965.0,144429.0,Press After Possession Loss,51.0,51.0,,,,,,Fast Build Up,Forward Runs,61.0,7.0,3.0,3.0,,,,,,,,
487,Osnabrück,3. Liga,3.0,Germany,64,64,66,64,Court Lane,1,6.0,,6400000.0,26.0,24.5,238657.0,235056.0,238657.0,263089.0,235056.0,238657.0,263089.0,263089.0,Press After Possession Loss,51.0,81.0,,,,,,Fast Build Up,Forward Runs,71.0,4.0,3.0,3.0,,,,,,,,
492,Wehen Wiesbaden,3. Liga,3.0,Germany,64,65,64,65,Stadion Neder,1,7.0,,7000000.0,24.91,24.04,210042.0,210042.0,229803.0,210042.0,210042.0,210042.0,262117.0,210042.0,Pressure On Heavy Touch,51.0,61.0,,,,,,Balanced,Balanced,51.0,5.0,3.0,3.0,,,,,,,,
526,Rot-Weiss Essen,3. Liga,3.0,Germany,64,65,65,64,Stadion Neder,1,4.0,,4100000.0,26.27,25.25,269314.0,251632.0,170159.0,251632.0,251632.0,170159.0,251632.0,251632.0,Balanced,51.0,61.0,,,,,,Long Ball,Direct Passing,61.0,6.0,3.0,3.0,,,,,,,,
580,Elversberg,3. Liga,3.0,Germany,64,65,64,65,Town Park,1,2.0,,2000000.0,26.91,25.74,269305.0,238793.0,238793.0,250946.0,238793.0,185426.0,250946.0,238793.0,Pressure On Heavy Touch,51.0,71.0,,,,,,Fast Build Up,Forward Runs,51.0,4.0,3.0,3.0,,,,,,,,
621,Livingston,Premiership,1.0,Scotland,64,64,64,64,Molton Road (Sheldon Stadium),1,3.0,,3400000.0,26.73,26.23,204033.0,243841.0,243841.0,243841.0,243841.0,243841.0,243841.0,204033.0,Balanced,51.0,41.0,,,,,,Long Ball,Direct Passing,61.0,3.0,3.0,3.0,,,,,,,,
631,Ross County,Premiership,1.0,Scotland,64,63,65,62,Town Park,1,2.0,,3900000.0,26.18,25.25,185226.0,241058.0,241058.0,241058.0,241058.0,241058.0,241058.0,252067.0,Balanced,51.0,37.0,,,,,,Long Ball,Direct Passing,51.0,4.0,3.0,3.0,,,,,,,,
746,İstanbulspor,Super Lig,1.0,Turkey,64,65,63,62,468,1,2.0,,1200000.0,25.18,24.6,234254.0,269862.0,269862.0,269862.0,269862.0,203493.0,269862.0,269862.0,Balanced,51.0,51.0,,,,,,Fast Build Up,Forward Runs,51.0,4.0,3.0,3.0,,,,,,,,
922,Strømsgodset,Eliteserien,1.0,Norway,64,62,65,64,Crown Lane,1,5.0,,6400000.0,24.55,22.45,203363.0,205291.0,205291.0,205291.0,205291.0,205291.0,205291.0,204626.0,Pressure On Heavy Touch,51.0,61.0,,,,,,Long Ball,Direct Passing,61.0,4.0,3.0,3.0,,,,,,,,
1798,Milton Keynes Dons,League One,3.0,England,64,63,65,64,Molton Road (Sheldon Stadium),1,7.0,,3800000.0,24.45,24.44,235728.0,198704.0,198704.0,239611.0,198704.0,239611.0,198704.0,198704.0,Balanced,51.0,61.0,,,,,,Slow Build Up,Possession,71.0,4.0,3.0,3.0,,,,,,,,
1813,Niort,Ligue 2,2.0,France,64,63,65,64,Euro Park,1,3.0,,9000000.0,25.09,22.69,209423.0,226295.0,226295.0,226295.0,226295.0,226295.0,226295.0,226295.0,Balanced,51.0,51.0,,,,,,Balanced,Balanced,51.0,3.0,3.0,3.0,,,,,,,,
1825,MSV Duisburg,3. Liga,3.0,Germany,64,63,63,64,Waldstadion (Fussballstadion),1,6.0,,10100000.0,26.91,25.07,157528.0,157528.0,203979.0,157528.0,157528.0,188305.0,157528.0,157528.0,Pressure On Heavy Touch,51.0,51.0,,,,,,Long Ball,Direct Passing,61.0,4.0,3.0,3.0,,,,,,,,
1944,Cambridge United,League One,3.0,England,64,66,63,65,Town Park,1,2.0,,2900000.0,25.45,24.52,206535.0,235247.0,230126.0,235247.0,235247.0,211143.0,230126.0,230126.0,Balanced,41.0,41.0,,,,,,Balanced,Balanced,41.0,4.0,3.0,3.0,,,,,,,,
1962,Bristol Rovers,League One,3.0,England,64,64,64,63,Court Lane,1,6.0,,3200000.0,25.09,24.93,244054.0,231580.0,231580.0,231580.0,231580.0,231580.0,231580.0,231580.0,Pressure On Heavy Touch,51.0,71.0,,,,,,Balanced,Balanced,51.0,3.0,3.0,3.0,,,,,,,,
15009,Rheindorf Altach,Bundesliga,1.0,Austria,64,68,64,64,Molton Road (Sheldon Stadium),2,4.0,,10000000.0,25.09,24.19,221768.0,265588.0,265588.0,265588.0,265588.0,188996.0,270911.0,257228.0,Balanced,51.0,41.0,,,,,,Balanced,Balanced,51.0,3.0,3.0,3.0,,,,,,,,
15015,Burton Albion,League One,3.0,England,64,67,64,65,Town Park,1,4.0,,5000000.0,25.91,25.36,190247.0,235014.0,235014.0,236487.0,235014.0,236487.0,235014.0,235014.0,Balanced,41.0,51.0,,,,,,Long Ball,Direct Passing,61.0,4.0,3.0,3.0,,,,,,,,
100325,HJK,Veikkausliiga,1.0,Finland,64,62,65,64,Court Lane,1,10.0,,4100000.0,27.09,25.38,254994.0,194163.0,194163.0,172233.0,194163.0,172233.0,172233.0,172233.0,Press After Possession Loss,61.0,51.0,,,,,,Slow Build Up,Possession,51.0,3.0,3.0,3.0,,,,,,,,
100759,Argeş,Liga 1,1.0,Romania,64,64,63,63,Euro Park,1,4.0,,3500000.0,28.45,26.52,199294.0,244118.0,235313.0,244118.0,244118.0,212365.0,244118.0,244118.0,Balanced,61.0,51.0,,,,,,Long Ball,Direct Passing,61.0,5.0,3.0,3.0,,,,,,,,
100805,St. Mirren,Premiership,1.0,Scotland,64,64,65,65,Town Park,1,2.0,,3600000.0,27.27,26.36,211536.0,241244.0,211536.0,211536.0,241244.0,211536.0,241244.0,211536.0,Balanced,51.0,51.0,,,,,,Long Ball,Direct Passing,61.0,4.0,3.0,3.0,,,,,,,,
110078,Petrolul 52,Liga 1,1.0,Romania,64,65,64,63,Molton Road (Sheldon Stadium),1,3.0,,2800000.0,27.64,25.82,269412.0,260183.0,260183.0,269412.0,260183.0,269412.0,269412.0,,Balanced,51.0,51.0,,,,,,Balanced,Balanced,51.0,3.0,3.0,3.0,,,,,,,,
110592,Zwickau,3. Liga,3.0,Germany,64,64,63,64,Court Lane,1,3.0,,3000000.0,27.09,25.74,238649.0,211825.0,211825.0,211825.0,211825.0,211825.0,211825.0,211825.0,Pressure On Heavy Touch,51.0,41.0,,,,,,Long Ball,Direct Passing,71.0,4.0,3.0,3.0,,,,,,,,
110597,Meppen,3. Liga,3.0,Germany,64,63,64,63,Town Park,1,3.0,,3000000.0,25.64,26.07,193851.0,193851.0,193851.0,193851.0,193851.0,190724.0,238961.0,193851.0,Balanced,51.0,41.0,,,,,,Fast Build Up,Forward Runs,51.0,4.0,3.0,3.0,,,,,,,,
110974,Wilstermann,Liga De Futbol Prof,1.0,Bolivia,64,63,64,64,Arena d'Oro,3,7.0,,13500000.0,29.64,27.78,160163.0,159973.0,159973.0,159973.0,159973.0,160025.0,159973.0,159973.0,Balanced,61.0,51.0,,,,,,Balanced,Balanced,51.0,3.0,3.0,3.0,,,,,,,,
110989,Caracas,Primera Division,1.0,Venezuela,64,64,64,64,Euro Arena,3,9.0,,13500000.0,24.55,24.42,209073.0,264775.0,264775.0,264775.0,264775.0,260610.0,264775.0,264775.0,Balanced,41.0,51.0,,,,,,Long Ball,Direct Passing,51.0,4.0,3.0,3.0,,,,,,,,
110990,Deportivo Táchira,Primera Division,1.0,Venezuela,64,65,63,65,El Monumento (Estadio Latino),4,10.0,,12500000.0,26.36,25.72,192765.0,261648.0,261648.0,261648.0,261648.0,261648.0,261648.0,261648.0,Balanced,61.0,51.0,,,,,,Fast Build Up,Forward Runs,51.0,4.0,3.0,3.0,,,,,,,,
111001,Wanderers,Primera Division,1.0,Uruguay,64,64,63,65,Aloha Park (Generic Oceania 2),3,6.0,,15900000.0,23.91,22.83,211073.0,259893.0,259893.0,259893.0,259875.0,259893.0,259875.0,259893.0,Balanced,51.0,51.0,,,,,,Balanced,Balanced,71.0,3.0,3.0,3.0,,,,,,,,
111332,Estudiantes Mérida,Primera Division,1.0,Venezuela,64,65,65,64,Estadio de las Artes (Generic Stadium NG),2,5.0,,4100000.0,33.0,26.31,205205.0,193485.0,193485.0,193485.0,193485.0,255067.0,193485.0,193485.0,Balanced,71.0,51.0,,,,,,Long Ball,Direct Passing,71.0,4.0,3.0,3.0,,,,,,,,
111393,Adelaide United,A-League,1.0,Australia,64,61,67,63,Arena del Centenario (Estadio del Pueblo),3,6.0,,8000000.0,28.91,23.7,209888.0,209888.0,209888.0,209888.0,209888.0,209888.0,209888.0,209888.0,Balanced,61.0,61.0,,,,,,Balanced,Balanced,71.0,3.0,3.0,3.0,,,,,,,,
111659,Rodez,Ligue 2,2.0,France,64,64,66,64,Molton Road (Sheldon Stadium),1,2.0,,8200000.0,25.45,24.67,250868.0,250868.0,250868.0,250868.0,250868.0,243412.0,250868.0,250868.0,Balanced,41.0,51.0,,,,,,Long Ball,Direct Passing,71.0,3.0,3.0,3.0,,,,,,,,
111707,Aldosivi,Liga Profesional,1.0,Argentina,64,59,65,65,Stadio Classico,1,1.0,,8200000.0,22.91,23.32,234223.0,268872.0,268872.0,268872.0,268872.0,271026.0,268872.0,268872.0,Balanced,51.0,51.0,,,,,,Balanced,Balanced,61.0,3.0,3.0,3.0,,,,,,,,
111766,Wellington Phoenix,A-League,1.0,New Zealand,64,65,65,63,O Dromo,1,3.0,,5900000.0,25.09,24.1,225993.0,239458.0,232162.0,239458.0,239458.0,182091.0,232162.0,232162.0,Balanced,61.0,41.0,,,,,,Fast Build Up,Forward Runs,61.0,3.0,3.0,3.0,,,,,,,,
111769,Changchun Yatai,Super League,1.0,China PR,64,72,62,62,Euro Arena,2,3.0,,9500000.0,28.91,27.71,221972.0,216391.0,216391.0,216391.0,216391.0,189224.0,216391.0,216391.0,Balanced,41.0,37.0,,,,,,Long Ball,Direct Passing,41.0,3.0,3.0,3.0,,,,,,,,
111779,Henan Jianye,Super League,1.0,China PR,64,74,64,65,Stadion Olympik,2,4.0,,7000000.0,29.45,26.64,216736.0,162280.0,162280.0,162280.0,162280.0,162280.0,162280.0,162280.0,Balanced,41.0,41.0,,,,,,Fast Build Up,Forward Runs,61.0,3.0,3.0,3.0,,,,,,,,
112260,Fleetwood Town,League One,3.0,England,64,63,63,65,Crown Lane,1,5.0,,3300000.0,25.0,23.25,203060.0,190620.0,190620.0,190620.0,190620.0,190620.0,236043.0,236043.0,Pressure On Heavy Touch,61.0,61.0,,,,,,Balanced,Balanced,61.0,3.0,3.0,3.0,,,,,,,,
112505,Miedź Legnica,Ekstraklasa,1.0,Poland,64,64,64,63,Town Park,1,2.0,,3000000.0,27.27,24.73,198892.0,192362.0,230690.0,192362.0,192362.0,210296.0,224300.0,224300.0,Balanced,51.0,51.0,,,,,,Slow Build Up,Possession,61.0,6.0,3.0,3.0,,,,,,,,
112511,Warta Poznań,Ekstraklasa,1.0,Poland,64,64,63,66,468,1,1.0,,2500000.0,26.36,25.14,219275.0,251079.0,246309.0,251079.0,251079.0,211227.0,246309.0,246309.0,Balanced,61.0,41.0,,,,,,Fast Build Up,Forward Runs,61.0,4.0,3.0,3.0,,,,,,,,
112585,Ñublense,Primera Division,1.0,Chile,64,62,63,65,Stadion Neder,1,6.0,,13500000.0,27.27,25.65,218232.0,214685.0,214685.0,214685.0,214685.0,218232.0,218232.0,218232.0,Pressure On Heavy Touch,61.0,51.0,,,,,,Fast Build Up,Forward Runs,61.0,3.0,3.0,3.0,,,,,,,,
112671,Nacional Asunción,Primera División,1.0,Paraguay,64,68,62,63,Arena del Centenario (Estadio del Pueblo),4,4.0,,14500000.0,23.27,23.61,246398.0,254701.0,254701.0,254701.0,254701.0,254700.0,254701.0,254701.0,Balanced,51.0,41.0,,,,,,Long Ball,Direct Passing,61.0,3.0,3.0,3.0,,,,,,,,
112883,Al Khaleej,Pro League,1.0,Saudi Arabia,64,67,66,62,Stade Kokoto (Generic Africa 2),2,3.0,,4100000.0,27.91,25.87,269429.0,213097.0,213097.0,213097.0,213097.0,213097.0,213097.0,213097.0,Balanced,61.0,51.0,,,,,,Long Ball,Direct Passing,61.0,3.0,3.0,3.0,,,,,,,,
113345,Al Adalh,Pro League,1.0,Saudi Arabia,64,72,62,61,Stade Kokoto (Generic Africa 2),1,1.0,,1900000.0,28.18,26.5,216712.0,228271.0,228271.0,228271.0,228271.0,259409.0,228271.0,228271.0,Balanced,51.0,51.0,,,,,,Fast Build Up,Forward Runs,51.0,4.0,3.0,3.0,,,,,,,,
113387,Chindia Târgovişte,Liga 1,1.0,Romania,64,65,63,63,Stadion 23. Maj,1,1.0,,2300000.0,25.0,24.68,251052.0,210706.0,210706.0,210706.0,251052.0,251052.0,210706.0,210706.0,Balanced,51.0,41.0,,,,,,Long Ball,Direct Passing,61.0,3.0,3.0,3.0,,,,,,,,
114004,Stal Mielec,Ekstraklasa,1.0,Poland,64,65,63,64,Euro Park,1,1.0,,3200000.0,27.36,25.21,188062.0,188062.0,188062.0,251089.0,188062.0,251089.0,251089.0,251089.0,Balanced,61.0,41.0,,,,,,Balanced,Balanced,71.0,5.0,3.0,3.0,,,,,,,,
114512,Ayacucho,Primera Division,1.0,Peru,64,63,65,63,Stadion 23. Maj,1,3.0,,12500000.0,29.64,30.0,160058.0,160039.0,160039.0,160209.0,160039.0,160209.0,160039.0,160112.0,Balanced,51.0,51.0,,,,,,Long Ball,Direct Passing,61.0,4.0,3.0,3.0,,,,,,,,
114579,Royal Pari,Liga De Futbol Prof,1.0,Bolivia,64,63,65,63,Arena d'Oro,1,3.0,,4000000.0,26.36,26.22,160215.0,160130.0,159998.0,160130.0,160130.0,159940.0,159999.0,160076.0,Pressure On Heavy Touch,61.0,61.0,,,,,,Fast Build Up,Forward Runs,61.0,4.0,3.0,3.0,,,,,,,,
114580,Delfin,Liga Pro,1.0,Ecuador,64,65,65,64,Stadion Neder,2,4.0,,11000000.0,29.45,30.78,160080.0,160080.0,160080.0,160080.0,160080.0,160080.0,160080.0,160080.0,Pressure On Heavy Touch,61.0,51.0,,,,,,Long Ball,Direct Passing,51.0,4.0,3.0,3.0,,,,,,,,
114615,Mushuc Runa,Liga Pro,1.0,Ecuador,64,64,64,64,Arena del Centenario (Estadio del Pueblo),1,2.0,,6500000.0,28.91,28.44,160043.0,160109.0,159994.0,159994.0,160109.0,160195.0,160175.0,160175.0,Pressure On Heavy Touch,51.0,51.0,,,,,,Fast Build Up,Forward Runs,61.0,4.0,3.0,3.0,,,,,,,,
115487,9 de Octubre,Liga Pro,1.0,Ecuador,64,65,65,64,Arena d'Oro,1,2.0,,14000000.0,28.55,28.67,160056.0,160116.0,159969.0,159969.0,160116.0,159969.0,160116.0,160116.0,Balanced,51.0,51.0,,,,,,Balanced,Balanced,61.0,3.0,3.0,3.0,,,,,,,,
115494,Annecy,Ligue 2,2.0,France,64,67,65,62,Euro Park,1,1.0,,8000000.0,26.45,25.46,269277.0,225935.0,188825.0,225935.0,225935.0,261771.0,225935.0,225935.0,Balanced,51.0,51.0,,,,,,Balanced,Balanced,51.0,3.0,3.0,3.0,,,,,,,,
115536,Cerro Largo,Primera Division,1.0,Uruguay,64,64,64,65,Arena del Centenario (Estadio del Pueblo),1,2.0,,5000000.0,28.36,27.83,264578.0,264578.0,264578.0,264578.0,264578.0,259323.0,264578.0,264578.0,Balanced,51.0,51.0,,,,,,Long Ball,Direct Passing,61.0,3.0,3.0,3.0,,,,,,,,
115694,Hermanos Colmenares,Primera Division,1.0,Venezuela,64,64,65,65,Arena d'Oro,1,2.0,,3000000.0,23.82,25.11,160017.0,159984.0,160144.0,159984.0,159984.0,160144.0,159984.0,160040.0,Balanced,51.0,51.0,,,,,,Long Ball,Direct Passing,51.0,4.0,3.0,3.0,,,,,,,,
143,Exeter City,League One,3.0,England,63,64,64,63,Town Park,1,2.0,,2900000.0,23.73,22.25,207646.0,213434.0,240605.0,240605.0,213434.0,213434.0,213434.0,213434.0,Pressure On Heavy Touch,51.0,61.0,,,,,,Long Ball,Direct Passing,71.0,3.0,3.0,3.0,,,,,,,,
149,Lincoln City,League One,3.0,England,63,63,62,63,Crown Lane,1,6.0,,3400000.0,23.36,22.21,225557.0,240981.0,240981.0,240981.0,240981.0,241452.0,240981.0,240981.0,Balanced,41.0,41.0,,,,,,Balanced,Balanced,51.0,4.0,3.0,3.0,,,,,,,,
306,Shamrock Rovers,Premier Division,1.0,Republic of Ireland,63,65,62,63,Town Park,2,10.0,,1200000.0,29.73,25.63,180352.0,218744.0,218744.0,218744.0,218744.0,218744.0,218744.0,218744.0,Balanced,61.0,71.0,,,,,,Slow Build Up,Possession,71.0,5.0,3.0,3.0,,,,,,,,
357,Morecambe,League One,3.0,England,63,64,63,63,Town Park,1,2.0,,2700000.0,23.82,24.28,202770.0,207828.0,246054.0,207828.0,207828.0,207828.0,251425.0,251425.0,Balanced,41.0,37.0,,,,,,Long Ball,Direct Passing,41.0,3.0,3.0,3.0,,,,,,,,
361,Stevenage,League Two,4.0,England,63,62,63,63,Town Park,1,2.0,,3000000.0,26.91,26.33,200731.0,203416.0,203415.0,203416.0,203416.0,203416.0,203415.0,203415.0,Pressure On Heavy Touch,51.0,61.0,,,,,,Long Ball,Direct Passing,61.0,3.0,3.0,3.0,,,,,,,,
561,Forest Green Rovers,League One,3.0,England,63,62,64,63,Town Park,1,4.0,,3200000.0,25.36,23.96,208645.0,237860.0,227947.0,237860.0,237860.0,212683.0,227947.0,227947.0,Balanced,51.0,37.0,,,,,,Balanced,Balanced,61.0,3.0,3.0,3.0,,,,,,,,
781,Austria Lustenau,Bundesliga,1.0,Austria,63,65,64,62,Aloha Park (Generic Oceania 2),1,2.0,,5000000.0,23.64,22.83,269447.0,256943.0,256943.0,256943.0,256943.0,270047.0,256943.0,256943.0,Balanced,51.0,41.0,,,,,,Fast Build Up,Forward Runs,51.0,4.0,3.0,3.0,,,,,,,,
1446,Horsens,Superliga,1.0,Denmark,63,64,63,63,Molton Road (Sheldon Stadium),1,2.0,,3500000.0,25.91,23.76,227567.0,258679.0,258679.0,258679.0,258679.0,184143.0,258679.0,258679.0,Pressure On Heavy Touch,51.0,37.0,,,,,,Balanced,Balanced,61.0,6.0,3.0,3.0,,,,,,,,
1463,Haugesund,Eliteserien,1.0,Norway,63,64,62,64,Town Park,1,5.0,,3600000.0,24.27,23.14,234365.0,264330.0,264330.0,264330.0,264330.0,201966.0,264330.0,264330.0,Balanced,51.0,51.0,,,,,,Balanced,Balanced,61.0,6.0,3.0,3.0,,,,,,,,
1713,Winterthur,Super League,1.0,Switzerland,63,66,64,62,Town Park,1,3.0,,5500000.0,25.36,24.0,269564.0,256980.0,256980.0,256980.0,256980.0,206431.0,256980.0,256980.0,Balanced,61.0,37.0,,,,,,Fast Build Up,Forward Runs,61.0,5.0,3.0,3.0,,,,,,,,
1928,Port Vale,League One,3.0,England,63,64,64,63,Court Lane,1,3.0,,2900000.0,26.36,24.41,220635.0,208812.0,208812.0,208812.0,199498.0,203287.0,199498.0,208812.0,Pressure On Heavy Touch,41.0,61.0,,,,,,Long Ball,Direct Passing,61.0,4.0,3.0,3.0,,,,,,,,
1930,Northampton Town,League Two,4.0,England,63,61,63,63,Court Lane,1,9.0,,2800000.0,24.36,23.92,208188.0,213969.0,213969.0,203328.0,213969.0,203328.0,203328.0,213969.0,Pressure On Heavy Touch,41.0,71.0,,,,,,Balanced,Balanced,61.0,4.0,3.0,3.0,,,,,,,,
1931,Stockport County,League Two,4.0,England,63,63,63,63,Town Park,1,6.0,,2400000.0,28.36,25.6,189808.0,196353.0,196353.0,196353.0,196353.0,189808.0,196353.0,196353.0,Press After Possession Loss,51.0,81.0,,,,,,Balanced,Balanced,61.0,6.0,3.0,3.0,,,,,,,,
